caption,passport_link,comment,vertical,subvertical,category,media,author
"Dealing with pesky ants that won't stop coming inside your home? We're ready to show them the way out. To schedule removal and future protection, give us a call: (817) 266-4776.",https://passport.mainstreethub.com/location/75584/content/d97b990a-78f6-43af-8265-5ebddbc1d111,Great customer voice and a specific angle on pest control services.,Home Services,Pest control,Product/Service,https://media.mainstreethub.com/media/57c2429e-ca22-4d35-af5a-1258fec7b0df,Logan Voss
"Since our business has been HomeAdvisor Screened & Approved for over 5 years, our customers know they can count on us to have transparent business practices, years of experience, and the proper licensing for the work we do.",https://passport.mainstreethub.com/location/77846/content/baebc2b8-c69f-4ef0-a809-71ca677279ba,"This is an awesome certification to promote. This kind of post also works well with a customer image, especially if any of them are related to the certification (but a service image will also work).",Home Services,Plumbing,About the Business,https://media.mainstreethub.com/media/886899db-0cbe-48a9-a21b-308b85441590,Gabrielle Medina
"Have you taken advantage of the lower interest rates offered in the last year? Whether you bought a home or refinanced to a mortgage that better fits your goals, we just want to say congratulations on making a great move for your future!",https://passport.mainstreethub.com/location/70533/content/2d57d69f-6708-43f9-82fb-c41dfb6a4802,Very unique audience participation question that doubles as a CTA for folks who haven't done this yet.,Professional Services,Real Estate,Audience Participation,https://media.mainstreethub.com/media/41b11ff0-9b92-4066-8d72-69381abeebf4,Valerie Lancaster
Let's be adventurous and invest in a variety of interesting properties.,https://passport.mainstreethub.com/location/80690/content/1c2b4a15-c009-41bf-ade8-604495fb8834,"The concept is simple, but it has a nice sense of customer voice and is complemented by the caption!",Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/4ad1885d-9c16-4a30-a817-7f4ee8eb2795,Noah Ainsworth
"Just like flowers, new listings are going to be popping up rapidly this spring! If you’re ready to take the leap and start looking for a home, Call April at (832) 264-5419 or Cindy at (713) 705-3047. #finelivinggrouprealestate #katytexas #houston #htx #realestate",https://passport.mainstreethub.com/location/64568/content/43c9785b-dbb6-4bd8-8e70-25bc0bd38e59,Fun seasonal hook and great attention to customer notes.,Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/bf998ce9-111e-4db0-bbab-19dc534f6a16,Emily Tuite
"Surprise! After 14 years in the real estate industry, I successfully completed my broker coursework and exam. I am now a Broker Associate with Realty Kings Properties and am looking forward to helping more agents, clients, and our community as a whole.",https://passport.mainstreethub.com/location/76267/content/b534d97a-e6dd-4d8d-853b-ae7a1133f96f,This content request is a great example of how a real estate customer might frame the fact that they're also a broker.,Professional Services,Real Estate,About the Business,https://media.mainstreethub.com/media/fa8a6828-871e-4c5e-aceb-7d928b7b7337,Moises Zamarripa
"On the hunt for your dream home this spring? Petra, REALTOR® for Home Team of America, will make sure your search has a sweet ending! #HomeBuying",https://passport.mainstreethub.com/location/67561/content/e91a22b0-7543-4564-92ed-584c66882ed4,Simple but completely specific to the customer!,Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/5153bed3-387c-4b1c-88e3-7b118f426d58,Zoe Labos
"Over time, dirt and grime builds up on your driveway, siding, and deck. Power washing before selling can increase your property value and help your listing shine on the market! #TipForSellers",https://passport.mainstreethub.com/location/77687/content/0d0b5971-0253-4e71-b7a5-dc8abcb7e5b9,"A different kind of curb appeal tip that's definitely likely to make a good impression on people viewing a home. Going beyond ""cleaning"" or ""gardening"" to highlight a specific activity many people don't do on a regular basis.",Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/15324741-6ba0-43f2-a02c-7f27ce5f84a8,Zoe Labos
"It's about more than simply buying and selling -- it's about building stronger communities. At Choice Jacksonville Realty, we'll work hard to find you the perfect fit so you can get to know your new neighbors in no time! Reach out to us at (910) 577-1000 to get started today.",https://passport.mainstreethub.com/location/70935/content/aee2b194-03b7-4309-85db-37601742564e,Warm customer voice and tailoring with multiple details. A great example of tailoring a stretched concept.,Professional Services,Real Estate,Product/Service,https://media.mainstreethub.com/media/83d9ad27-1bb8-413e-8e72-65c746265d6c,Bryan Gutmann
"As a certified interior decorator and organizer, it is my mission to use my expertise to help you find function in your space. #getorganized",https://passport.mainstreethub.com/location/80763/content/45366504-c4b0-4dd6-b6ad-9d7fe31a1a2e,This brand kit post does a great job framing how the customer helps their clients.,Home Services,Interior design,About the Business,https://media.mainstreethub.com/media/e4e93832-8f22-4395-8c90-659e70477656,Kathryn Heimsath
"In 2021, we're seeing more thoughtful arrangements of decor, from gallery walls to curio cabinets and everything in between. If you need help walking the line between minimalism and maximalism in your listing photos, we're happy to help!",https://passport.mainstreethub.com/location/75746/content/20a25b95-76b0-4d54-b598-89c93979c17b,"Amazing customer voice when describing design trends. Perfect photo to illustrate the caption! This real estate customer goes beyond standard services by offering things like design expertise, and this is a great way to highlight that.",Professional Services,Real Estate,Educational,https://media.mainstreethub.com/media/ab764433-9454-4cfb-b099-66c81e9f6e29,Caitlin Smith
Jeff and Lisa can't wait to see all the memories made in your new home. What's the first meal you'd cook up in your kitchen?,https://passport.mainstreethub.com/location/75602/content/716d35d2-d811-4cd9-9214-140060730c62,Going beyond a basic engagement question by adding customer details to the hook!,Professional Services,Real Estate,Audience Participation,https://media.mainstreethub.com/media/24b4a005-d230-4bfe-b0e5-43ae88493f1c,Esther Seawell
"In Sarasota, the world is your oyster. Would you rather kick off your morning with a boat ride or wait until the afternoon sun comes in?",https://passport.mainstreethub.com/location/80815/content/bb52093e-4c7c-4de1-9a69-0a07f00115ed,This engagement question is 100% unique to the customer's location! ,Professional Services,Real Estate,Audience Participation,https://media.mainstreethub.com/media/9cca067f-f0c4-479d-8048-41705990b612,Jenna Uptigrove
"Enjoy the captivating lights and bubbles of our Lava Foam tunnels while state-of-the-art technology and quality soaps go to work making your vehicle shine. Then, after your quick and easy ride, pull around to our free self-service vacuums for an all-over clean.",https://passport.mainstreethub.com/location/75477/content/c70f94c8-3667-4f9c-82cf-78bb603fb2fd,Creative writing and some unique customer details turn a standard car wash caption into something that's genuinely fun to read.,Automotive,Car Wash,Product/Service,https://media.mainstreethub.com/media/9426e3d0-a3b7-4848-90cc-53751003059c,Valerie Lancaster
"Feel like your ride's missing a little something that'll make it perfect? From great apparel to excellent helmets, we've got everything you need right here at Ride On Bikes!",https://passport.mainstreethub.com/location/70489/content/5586d575-4711-4a59-93cc-8dbeb139108b,Getting into a reason why people might want to visit this bike shop and naming some specific products they'd look for. This kind of concept is perfect for tailoring with unique customer details based on a business's notes and photos.,Retail,Sporting Goods,Product/Service,https://media.mainstreethub.com/media/903106e6-289d-49e1-8720-7bcaf2168e3b,Omar Guzman
"Your fleet vehicle is one of the first impressions your customers receive about your business. With our superior washes, we're here to help make sure that impression's a good one.",https://passport.mainstreethub.com/location/58418/content/fcead805-62e8-4e91-8dc4-2a568148a484,"Super specific target audience (commercial customers). Promoting a unique side of car wash services to appeal to a much wider audience, and using a great sense of customer voice.",Automotive,Car Wash,Product/Service,https://media.mainstreethub.com/media/f1b4c6e7-6e19-4bab-bec6-835b3c234add,Alyssa Imig
Cavities happen -- around 78% of Americans have had one by age 17. We're here to help combat tooth decay with regular checkups.,https://passport.mainstreethub.com/location/68549/content/f9abbfa7-ef6e-472b-acfc-da458d0be6f9,"Positive framing for something no one really wants to think about, cavities. This would also work well with a customer-specific CTA to help people schedule a cleaning!",Health and Wellness,Dentist,Product/Service,https://media.mainstreethub.com/media/10524eaf-f300-40d2-903c-3d2106ff9cf5,Laura Chandler
"If it's been a while since you were last sweating in our studio, then it might be time to give your mat an upgrade. Stop by our retail area before your next class, and our team can help you find the perfect match.",https://passport.mainstreethub.com/location/52139/content/31f53734-0639-4f1b-a885-993823ef6d3d,Taking inspiration from the photo to promote a specific product. Going beyond simply referencing the detail by describing a real-world scenario with a strong sense of customer voice.,Health and Wellness,Holistic,Product/Service,https://media.mainstreethub.com/media/da3c5952-d2cd-4f5e-8aeb-6fea46a4ed8b,Isa Jones
"Did you know stress can affect your body physically? For Stress Awareness Month, we're challenging you to make caring for your body a priority. If you need our help, we're a phone call away at (239) 315-4694!",https://passport.mainstreethub.com/location/47155/content/aac77a91-b639-4bf3-bb96-572912bfcb4b,"Using a timely ""__ month"" concept in a way that's 100% on-brand for this customer and their services. Keeping things positive and adding a specific CTA with the phone number.",Health and Wellness,Holistic,Educational,https://media.mainstreethub.com/media/46df59cd-6a9f-4715-a59d-f36b784c422f,Gillian Golden
Don't forget to think green when it's time to clean and avoid harsh chemicals in favor of natural products that work just as well! #mtmannutrition #nutritionstore #vitamins #supplements #cbdsupplements #waynesvillenc,https://passport.mainstreethub.com/location/56061/content/d6f0cf4d-77c5-46cb-895a-937a64ad75e1,An on-brand tip with some fun wordplay that doubles as a clear product highlight for this customer. Perfect photo choice!,Health and Wellness,Holistic,Product/Service,https://media.mainstreethub.com/media/932df672-5099-49e0-989f-097b8273899e,Cecil Sparkman
Each of our unique guest rooms is located in the main house. Here we have the Dougherty Room -- explore the rest of our rooms on our website: https://www.kennedymanor.com/guest-rooms.htm#2 #iheartjefferson,https://passport.mainstreethub.com/location/50770/content/674e90f9-bb27-4640-a2be-a64f89abb2a9,Leveraging this hotel's website to include one awesome detail that makes the reader want to learn more!,Hotel,Bed and Breakfast,Product/Service,https://media.mainstreethub.com/media/78ca3afe-7b8f-4b95-b856-b9da3a9202c9,Allison Randel
